implementation,m,n,k,repeat,warmup,iterations,reference_checked,status,returncode,wall_time_sec,log,runtime_ms,tflops,max_abs_diff,input_a_hash,input_b_hash,output_hash,output_sum,output_abs_sum,output_sq_sum
official_cutlass,256,256,256,0,10,50,True,success,0,0.354,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/official_cutlass_m256_r1.log,0.00690176,4.86172,1.43051e-06,13677597478156048699,3347860711945326574,13048750728423755127,27.0532,17341.7,7212.28
v00,256,256,256,0,10,50,True,success,0,0.286,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v00_m256_r1.log,0.00712704,4.70805,1.78814e-06,,,,,,
v01,256,256,256,0,10,50,True,success,0,0.3,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v01_m256_r1.log,0.00622592,5.38947,1.78814e-06,,,,,,
v02,256,256,256,0,10,50,True,success,0,0.272,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v02_m256_r1.log,0.00618496,5.42517,1.78814e-06,,,,,,
v03,256,256,256,0,10,50,True,success,0,0.291,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v03_m256_r1.log,0.00611712,5.48533,1.78814e-06,,,,,,
v04,256,256,256,0,10,50,True,success,0,0.305,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v04_m256_r1.log,0.00615936,5.44771,1.78814e-06,,,,,,
v05,256,256,256,0,10,50,True,success,0,0.288,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v05_m256_r1.log,0.00618496,5.42517,1.78814e-06,,,,,,
v06,256,256,256,0,10,50,True,success,0,0.275,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v06_m256_r1.log,0.00616192,5.44545,1.78814e-06,,,,,,
v07,256,256,256,0,10,50,True,success,0,0.265,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v07_m256_r1.log,0.00667648,5.02577,1.78814e-06,,,,,,
v08,256,256,256,0,10,50,True,success,0,0.279,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v08_m256_r1.log,0.00609984,5.50087,1.43051e-06,13677597478156048699,3347860711945326574,13048750728423755127,27.0532,17341.7,7212.28
latest,256,256,256,0,10,50,True,success,0,0.276,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/latest_m256_r1.log,0.00603648,5.55861,1.43051e-06,13677597478156048699,3347860711945326574,13048750728423755127,27.0532,17341.7,7212.28
latest,256,256,256,1,10,50,True,success,0,0.328,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/latest_m256_r2.log,0.00608256,5.5165,1.43051e-06,13677597478156048699,3347860711945326574,13048750728423755127,27.0532,17341.7,7212.28
v08,256,256,256,1,10,50,True,success,0,0.27,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v08_m256_r2.log,0.00608832,5.51128,1.43051e-06,13677597478156048699,3347860711945326574,13048750728423755127,27.0532,17341.7,7212.28
v07,256,256,256,1,10,50,True,success,0,0.313,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v07_m256_r2.log,0.00606208,5.53513,1.78814e-06,,,,,,
v06,256,256,256,1,10,50,True,success,0,0.292,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v06_m256_r2.log,0.0061824,5.42741,1.78814e-06,,,,,,
v05,256,256,256,1,10,50,True,success,0,0.282,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v05_m256_r2.log,0.00687808,4.87846,1.78814e-06,,,,,,
v04,256,256,256,1,10,50,True,success,0,0.325,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v04_m256_r2.log,0.00698368,4.80469,1.78814e-06,,,,,,
v03,256,256,256,1,10,50,True,success,0,0.32,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v03_m256_r2.log,0.0068608,4.89075,1.78814e-06,,,,,,
v02,256,256,256,1,10,50,True,success,0,0.308,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v02_m256_r2.log,0.0069632,4.81882,1.78814e-06,,,,,,
v01,256,256,256,1,10,50,True,success,0,0.293,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v01_m256_r2.log,0.00616128,5.44602,1.78814e-06,,,,,,
v00,256,256,256,1,10,50,True,success,0,0.327,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v00_m256_r2.log,0.00628352,5.34007,1.78814e-06,,,,,,
official_cutlass,256,256,256,1,10,50,True,success,0,0.269,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/official_cutlass_m256_r2.log,0.00602112,5.57279,1.43051e-06,13677597478156048699,3347860711945326574,13048750728423755127,27.0532,17341.7,7212.28
official_cutlass,256,256,256,2,10,50,True,success,0,0.293,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/official_cutlass_m256_r3.log,0.0060416,5.5539,1.43051e-06,13677597478156048699,3347860711945326574,13048750728423755127,27.0532,17341.7,7212.28
v00,256,256,256,2,10,50,True,success,0,0.29,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v00_m256_r3.log,0.00628736,5.33681,1.78814e-06,,,,,,
v01,256,256,256,2,10,50,True,success,0,0.296,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v01_m256_r3.log,0.0060768,5.52173,1.78814e-06,,,,,,
v02,256,256,256,2,10,50,True,success,0,0.279,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v02_m256_r3.log,0.00644736,5.20437,1.78814e-06,,,,,,
v03,256,256,256,2,10,50,True,success,0,0.309,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v03_m256_r3.log,0.00598208,5.60916,1.78814e-06,,,,,,
v04,256,256,256,2,10,50,True,success,0,0.312,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v04_m256_r3.log,0.00686592,4.8871,1.78814e-06,,,,,,
v05,256,256,256,2,10,50,True,success,0,0.311,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v05_m256_r3.log,0.00690176,4.86172,1.78814e-06,,,,,,
v06,256,256,256,2,10,50,True,success,0,0.304,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v06_m256_r3.log,0.00692224,4.84734,1.78814e-06,,,,,,
v07,256,256,256,2,10,50,True,success,0,0.316,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v07_m256_r3.log,0.00679936,4.93494,1.78814e-06,,,,,,
v08,256,256,256,2,10,50,True,success,0,0.355,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v08_m256_r3.log,0.00600064,5.59181,1.43051e-06,13677597478156048699,3347860711945326574,13048750728423755127,27.0532,17341.7,7212.28
latest,256,256,256,2,10,50,True,success,0,0.281,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/latest_m256_r3.log,0.00600256,5.59002,1.43051e-06,13677597478156048699,3347860711945326574,13048750728423755127,27.0532,17341.7,7212.28
latest,256,256,256,3,10,50,True,success,0,0.291,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/latest_m256_r4.log,0.005984,5.60736,1.43051e-06,13677597478156048699,3347860711945326574,13048750728423755127,27.0532,17341.7,7212.28
v08,256,256,256,3,10,50,True,success,0,0.287,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v08_m256_r4.log,0.00601664,5.57694,1.43051e-06,13677597478156048699,3347860711945326574,13048750728423755127,27.0532,17341.7,7212.28
v07,256,256,256,3,10,50,True,success,0,0.281,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v07_m256_r4.log,0.00587392,5.71244,1.78814e-06,,,,,,
v06,256,256,256,3,10,50,True,success,0,0.279,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v06_m256_r4.log,0.00603584,5.5592,1.78814e-06,,,,,,
v05,256,256,256,3,10,50,True,success,0,0.28,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v05_m256_r4.log,0.0060416,5.5539,1.78814e-06,,,,,,
v04,256,256,256,3,10,50,True,success,0,0.271,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v04_m256_r4.log,0.00597824,5.61276,1.78814e-06,,,,,,
v03,256,256,256,3,10,50,True,success,0,0.289,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v03_m256_r4.log,0.00598016,5.61096,1.78814e-06,,,,,,
v02,256,256,256,3,10,50,True,success,0,0.316,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v02_m256_r4.log,0.00619968,5.41228,1.78814e-06,,,,,,
v01,256,256,256,3,10,50,True,success,0,0.283,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v01_m256_r4.log,0.00606208,5.53513,1.78814e-06,,,,,,
v00,256,256,256,3,10,50,True,success,0,0.321,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v00_m256_r4.log,0.00620544,5.40726,1.78814e-06,,,,,,
official_cutlass,256,256,256,3,10,50,True,success,0,0.279,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/official_cutlass_m256_r4.log,0.0060416,5.5539,1.43051e-06,13677597478156048699,3347860711945326574,13048750728423755127,27.0532,17341.7,7212.28
official_cutlass,256,256,256,4,10,50,True,success,0,0.292,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/official_cutlass_m256_r5.log,0.00603648,5.55861,1.43051e-06,13677597478156048699,3347860711945326574,13048750728423755127,27.0532,17341.7,7212.28
v00,256,256,256,4,10,50,True,success,0,0.283,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v00_m256_r5.log,0.0062464,5.3718,1.78814e-06,,,,,,
v01,256,256,256,4,10,50,True,success,0,0.286,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v01_m256_r5.log,0.0060416,5.5539,1.78814e-06,,,,,,
v02,256,256,256,4,10,50,True,success,0,0.279,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v02_m256_r5.log,0.00606208,5.53513,1.78814e-06,,,,,,
v03,256,256,256,4,10,50,True,success,0,0.296,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v03_m256_r5.log,0.00602112,5.57279,1.78814e-06,,,,,,
v04,256,256,256,4,10,50,True,success,0,0.273,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v04_m256_r5.log,0.00602112,5.57279,1.78814e-06,,,,,,
v05,256,256,256,4,10,50,True,success,0,0.259,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v05_m256_r5.log,0.00600064,5.59181,1.78814e-06,,,,,,
v06,256,256,256,4,10,50,True,success,0,0.306,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v06_m256_r5.log,0.0060416,5.5539,1.78814e-06,,,,,,
v07,256,256,256,4,10,50,True,success,0,0.285,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v07_m256_r5.log,0.0062464,5.3718,1.78814e-06,,,,,,
v08,256,256,256,4,10,50,True,success,0,0.304,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v08_m256_r5.log,0.0064896,5.17049,1.43051e-06,13677597478156048699,3347860711945326574,13048750728423755127,27.0532,17341.7,7212.28
latest,256,256,256,4,10,50,True,success,0,0.276,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/latest_m256_r5.log,0.00661504,5.07245,1.43051e-06,13677597478156048699,3347860711945326574,13048750728423755127,27.0532,17341.7,7212.28
official_cutlass,512,512,512,0,10,50,True,success,0,0.66,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/official_cutlass_m512_r1.log,0.011735,22.8747,3.8147e-06,8929937084902417292,16353718496964745992,2368982924157930028,-325.578,98608.6,58251.8
v00,512,512,512,0,10,50,True,success,0,0.667,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v00_m512_r1.log,0.0116576,23.0266,3.57628e-06,,,,,,
v01,512,512,512,0,10,50,True,success,0,0.652,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v01_m512_r1.log,0.011305,23.7449,3.57628e-06,,,,,,
v02,512,512,512,0,10,50,True,success,0,0.641,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v02_m512_r1.log,0.0124314,21.5934,3.57628e-06,,,,,,
v03,512,512,512,0,10,50,True,success,0,0.687,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v03_m512_r1.log,0.0123085,21.809,3.57628e-06,,,,,,
v04,512,512,512,0,10,50,True,success,0,0.66,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v04_m512_r1.log,0.0123699,21.7007,3.57628e-06,,,,,,
v05,512,512,512,0,10,50,True,success,0,0.658,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v05_m512_r1.log,0.0123699,21.7007,3.57628e-06,,,,,,
v06,512,512,512,0,10,50,True,success,0,0.654,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v06_m512_r1.log,0.0123494,21.7367,3.57628e-06,,,,,,
v07,512,512,512,0,10,50,True,success,0,0.661,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v07_m512_r1.log,0.0112435,23.8747,3.57628e-06,,,,,,
v08,512,512,512,0,10,50,True,success,0,0.708,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v08_m512_r1.log,0.011223,23.9182,3.8147e-06,8929937084902417292,16353718496964745992,2368982924157930028,-325.578,98608.6,58251.8
latest,512,512,512,0,10,50,True,success,0,0.651,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/latest_m512_r1.log,0.010752,24.9661,3.8147e-06,8929937084902417292,16353718496964745992,2368982924157930028,-325.578,98608.6,58251.8
latest,512,512,512,1,10,50,True,success,0,0.642,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/latest_m512_r2.log,0.0107264,25.0257,3.8147e-06,8929937084902417292,16353718496964745992,2368982924157930028,-325.578,98608.6,58251.8
v08,512,512,512,1,10,50,True,success,0,0.637,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v08_m512_r2.log,0.012329,21.7728,3.8147e-06,8929937084902417292,16353718496964745992,2368982924157930028,-325.578,98608.6,58251.8
v07,512,512,512,1,10,50,True,success,0,0.642,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v07_m512_r2.log,0.0122899,21.8419,3.57628e-06,,,,,,
v06,512,512,512,1,10,50,True,success,0,0.648,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v06_m512_r2.log,0.0123904,21.6648,3.57628e-06,,,,,,
v05,512,512,512,1,10,50,True,success,0,0.653,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v05_m512_r2.log,0.0121037,22.178,3.57628e-06,,,,,,
v04,512,512,512,1,10,50,True,success,0,0.672,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v04_m512_r2.log,0.0121005,22.1839,3.57628e-06,,,,,,
v03,512,512,512,1,10,50,True,success,0,0.678,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v03_m512_r2.log,0.0123955,21.6558,3.57628e-06,,,,,,
v02,512,512,512,1,10,50,True,success,0,0.692,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v02_m512_r2.log,0.0124314,21.5934,3.57628e-06,,,,,,
v01,512,512,512,1,10,50,True,success,0,0.631,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v01_m512_r2.log,0.012489,21.4938,3.57628e-06,,,,,,
v00,512,512,512,1,10,50,True,success,0,0.667,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v00_m512_r2.log,0.0128378,20.9098,3.57628e-06,,,,,,
official_cutlass,512,512,512,1,10,50,True,success,0,0.656,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/official_cutlass_m512_r2.log,0.0103213,26.008,3.8147e-06,8929937084902417292,16353718496964745992,2368982924157930028,-325.578,98608.6,58251.8
official_cutlass,512,512,512,2,10,50,True,success,0,0.646,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/official_cutlass_m512_r3.log,0.01032,26.0112,3.8147e-06,8929937084902417292,16353718496964745992,2368982924157930028,-325.578,98608.6,58251.8
v00,512,512,512,2,10,50,True,success,0,0.656,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v00_m512_r3.log,0.0128205,20.938,3.57628e-06,,,,,,
v01,512,512,512,2,10,50,True,success,0,0.637,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v01_m512_r3.log,0.0114893,23.364,3.57628e-06,,,,,,
v02,512,512,512,2,10,50,True,success,0,0.66,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v02_m512_r3.log,0.0113254,23.702,3.57628e-06,,,,,,
v03,512,512,512,2,10,50,True,success,0,0.675,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v03_m512_r3.log,0.0112614,23.8367,3.57628e-06,,,,,,
v04,512,512,512,2,10,50,True,success,0,0.657,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v04_m512_r3.log,0.0124314,21.5934,3.57628e-06,,,,,,
v05,512,512,512,2,10,50,True,success,0,0.685,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v05_m512_r3.log,0.0109978,24.4082,3.57628e-06,,,,,,
v06,512,512,512,2,10,50,True,success,0,0.637,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v06_m512_r3.log,0.0109773,24.4537,3.57628e-06,,,,,,
v07,512,512,512,2,10,50,True,success,0,0.664,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v07_m512_r3.log,0.012288,21.8453,3.57628e-06,,,,,,
v08,512,512,512,2,10,50,True,success,0,0.641,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v08_m512_r3.log,0.0109773,24.4537,3.8147e-06,8929937084902417292,16353718496964745992,2368982924157930028,-325.578,98608.6,58251.8
latest,512,512,512,2,10,50,True,success,0,0.655,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/latest_m512_r3.log,0.0109363,24.5453,3.8147e-06,8929937084902417292,16353718496964745992,2368982924157930028,-325.578,98608.6,58251.8
latest,512,512,512,3,10,50,True,success,0,0.669,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/latest_m512_r4.log,0.0123085,21.809,3.8147e-06,8929937084902417292,16353718496964745992,2368982924157930028,-325.578,98608.6,58251.8
v08,512,512,512,3,10,50,True,success,0,0.651,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v08_m512_r4.log,0.0122867,21.8476,3.8147e-06,8929937084902417292,16353718496964745992,2368982924157930028,-325.578,98608.6,58251.8
v07,512,512,512,3,10,50,True,success,0,0.656,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v07_m512_r4.log,0.0112205,23.9237,3.57628e-06,,,,,,
v06,512,512,512,3,10,50,True,success,0,0.642,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v06_m512_r4.log,0.0113242,23.7047,3.57628e-06,,,,,,
v05,512,512,512,3,10,50,True,success,0,0.645,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v05_m512_r4.log,0.0124518,21.5579,3.57628e-06,,,,,,
v04,512,512,512,3,10,50,True,success,0,0.679,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v04_m512_r4.log,0.0124109,21.629,3.57628e-06,,,,,,
v03,512,512,512,3,10,50,True,success,0,0.638,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v03_m512_r4.log,0.0116531,23.0355,3.57628e-06,,,,,,
v02,512,512,512,3,10,50,True,success,0,0.643,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v02_m512_r4.log,0.0117395,22.866,3.57628e-06,,,,,,
v01,512,512,512,3,10,50,True,success,0,0.668,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v01_m512_r4.log,0.0125338,21.417,3.57628e-06,,,,,,
v00,512,512,512,3,10,50,True,success,0,0.676,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v00_m512_r4.log,0.0118374,22.6768,3.57628e-06,,,,,,
official_cutlass,512,512,512,3,10,50,True,success,0,0.656,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/official_cutlass_m512_r4.log,0.0108544,24.7306,3.8147e-06,8929937084902417292,16353718496964745992,2368982924157930028,-325.578,98608.6,58251.8
official_cutlass,512,512,512,4,10,50,True,success,0,0.656,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/official_cutlass_m512_r5.log,0.011801,22.7469,3.8147e-06,8929937084902417292,16353718496964745992,2368982924157930028,-325.578,98608.6,58251.8
v00,512,512,512,4,10,50,True,success,0,0.664,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v00_m512_r5.log,0.0128,20.9715,3.57628e-06,,,,,,
v01,512,512,512,4,10,50,True,success,0,0.664,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v01_m512_r5.log,0.0124698,21.5269,3.57628e-06,,,,,,
v02,512,512,512,4,10,50,True,success,0,0.668,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v02_m512_r5.log,0.0124518,21.5579,3.57628e-06,,,,,,
v03,512,512,512,4,10,50,True,success,0,0.648,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v03_m512_r5.log,0.0123699,21.7007,3.57628e-06,,,,,,
v04,512,512,512,4,10,50,True,success,0,0.652,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v04_m512_r5.log,0.0121037,22.178,3.57628e-06,,,,,,
v05,512,512,512,4,10,50,True,success,0,0.639,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v05_m512_r5.log,0.0121242,22.1405,3.57628e-06,,,,,,
v06,512,512,512,4,10,50,True,success,0,0.668,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v06_m512_r5.log,0.0124518,21.5579,3.57628e-06,,,,,,
v07,512,512,512,4,10,50,True,success,0,0.652,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v07_m512_r5.log,0.0119398,22.4823,3.57628e-06,,,,,,
v08,512,512,512,4,10,50,True,success,0,0.657,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v08_m512_r5.log,0.0120013,22.3672,3.8147e-06,8929937084902417292,16353718496964745992,2368982924157930028,-325.578,98608.6,58251.8
latest,512,512,512,4,10,50,True,success,0,0.657,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/latest_m512_r5.log,0.0123085,21.809,3.8147e-06,8929937084902417292,16353718496964745992,2368982924157930028,-325.578,98608.6,58251.8
official_cutlass,1024,1024,1024,0,10,50,False,success,0,0.29,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/official_cutlass_m1024_r1.log,0.048864,43.9482,0.0,5061416575482199112,11474437937127957548,1252001778606288190,-172.636,558170.0,466686.0
v00,1024,1024,1024,0,10,50,False,success,0,0.304,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v00_m1024_r1.log,0.05376,39.9458,0.0,,,,,,
v01,1024,1024,1024,0,10,50,False,success,0,0.28,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v01_m1024_r1.log,0.0553779,38.7787,0.0,,,,,,
v02,1024,1024,1024,0,10,50,False,success,0,0.287,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v02_m1024_r1.log,0.0540262,39.7489,0.0,,,,,,
v03,1024,1024,1024,0,10,50,False,success,0,0.294,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v03_m1024_r1.log,0.050217,42.7641,0.0,,,,,,
v04,1024,1024,1024,0,10,50,False,success,0,0.31,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v04_m1024_r1.log,0.0473498,45.3536,0.0,,,,,,
v05,1024,1024,1024,0,10,50,False,success,0,0.287,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v05_m1024_r1.log,0.0474522,45.2558,0.0,,,,,,
v06,1024,1024,1024,0,10,50,False,success,0,0.324,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v06_m1024_r1.log,0.0429626,49.985,0.0,,,,,,
v07,1024,1024,1024,0,10,50,False,success,0,0.285,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v07_m1024_r1.log,0.0425574,50.4608,0.0,,,,,,
v08,1024,1024,1024,0,10,50,False,success,0,0.293,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/v08_m1024_r1.log,0.0422304,50.8516,0.0,5061416575482199112,11474437937127957548,1252001778606288190,-172.636,558170.0,466686.0
latest,1024,1024,1024,0,10,50,False,success,0,0.28,/sxs/cutlass-autopartitioner-3090/results/autopartitioner_3090_20260715_0525/run_logs/latest_m1024_r1.log,0.0423526,50.7048,0.0,5061416575482199112,11474437937127957548,1252001778606288190,-172.636,558170.0,466686.0
